id,title,date,source_raw,source_normalized,priority,featured,status,created_at,updated_at,author,in_last_30d,in_last_90d,days_since_today,tier_noticias,tier_archivo_today,on_homepage_today,ever_top6_current_formula,days_in_top6_current_formula,first_top6_date_current_formula,days_publish_to_first_top6_current_formula,tiebreak_decided_days,tiebreak_pushed_out_days,hard_figure_disclosed_detected,chart_worthy_data_detected,names_entity_detected,entities_detected,axis_a_proximity,axis_a_method,axis_a_why,axis_b_magnitude,axis_b_method,axis_b_why,exclusive_first_report,exclusive_first_report_method,exclusive_first_report_why,continues_existing_thread,continues_existing_thread_method,continues_existing_thread_why,affects_multiple_markets,affects_multiple_markets_method,affects_multiple_markets_why,proprietary_analysis,proprietary_analysis_method,proprietary_analysis_why,unconfirmed_rumor,unconfirmed_rumor_method,unconfirmed_rumor_why,points_base,points_modifier,points_total,decade,ever_top6_counterfactual,days_in_top6_counterfactual,newly_surfaced_under_counterfactual
la-nwsl-adelantara-un-mes-el-arranque-de-su-temporada-2027,La NWSL adelantará un mes el arranque de su temporada 2027,2026-08-02,infinitas,infinitas,2,False,published,2026-08-04 00:06:32.886668+00,2026-08-04 00:06:32.886668+00,,True,True,16,,1,False,False,0,,,0,0,False,False,True,Liga MX,intl_no_latam,judged,"Concerns the US-based NWSL's own calendar; Brazil is cited only as the World Cup host reason, not an affected LATAM market.",structural,judged,A league schedule change (earliest season start in NWSL history) is a governance/calendar decision.,False,judged,"Sourced to 'reportes de la industria,' no exclusivity claim.",False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns only the NWSL's own US-based schedule.,False,judged,Reports the plan and its rationale without an original Playbook estimate.,False,judged,Uses 'planea' and industry reporting rather than rumor-framing language like 'se rumora' or 'podría'.,45,4,49,4,False,0,False
breaking-news-infantino-cancela-plan-de-privatizacion,"Infantino cancela plan de ""privatización""",2026-08-01,industry-shots,noticias,5,False,published,2026-08-01 02:10:34.765249+00,2026-08-01 22:52:36.943+00,Aldo Sales,True,True,17,lg,4,False,True,3,2026-08-01,0,0,0,False,False,True,Concacaf;FIFA;UEFA,intl_latam_effect,judged,Global FIFA governance story in which Concacaf (Mexico's confederation) is explicitly named among the opposition that forced the cancellation.,structural,judged,"FIFA formally cancels its plan to sell a stake in FIFA Forward Enterprise, a governance/ownership reversal.",False,judged,No exclusivity claim; cites a New York Post leak as the trigger.,True,judged,"Opens with 'La telenovela no termina aún,' explicitly framing this as the next chapter of the ongoing equity-sale saga.",True,judged,"Explicitly involves UEFA, Concacaf, and the Asian Confederation across multiple countries.",True,judged,"Closes with 'Más allá de la noticia, esta decisión deja...', signaling added Playbook interpretation beyond the bare news.",False,judged,Reports FIFA's own confirmed statement canceling the plan.,60,18,78,7,True,5,False
la-lana-del-deporte-el-deal-que-le-volteo-el-tablero-a-infantino,La lana del Deporte | El deal que le volteó el tablero a Infantino,2026-07-31,la-lana,la-lana,5,False,published,2026-07-31 15:53:22.36467+00,2026-08-01 10:17:49.821+00,Guillermo Mejía,True,True,18,,4,False,True,3,2026-07-31,0,0,0,True,False,True,Concacaf;Conmebol;FIFA;UEFA,intl_latam_effect,judged,Global FIFA equity-sale battle in which Concacaf (Mexico's confederation) is explicitly named as rejecting the plan.,transaction_figures,judged,"Centers on a proposed sale of up to 20% of FIFA Forward Enterprise for a disclosed USD 4,200 million, against a USD 20,000 million valuation.",False,judged,No explicit exclusivity claim in the text.,True,judged,"Column narrates the fast-moving multi-day saga (UEFA/Concacaf/AFC reaction, Cordeiro resignation) as a continuing storyline.",True,judged,"Explicitly involves UEFA, Concacaf, and AFC across multiple countries.",True,judged,The 'La lana del Deporte' column synthesizes multiple developments into its own narrative framing ('Infantino empezó la semana...hoy tiene un problema enorme').,False,judged,"Reports confirmed actions (votes, a named advisor's resignation), not rumor.",50,24,74,7,True,4,False
ollamani-dueno-del-estadio-banorte-reporta-perdidas-de-mas-de-800-millones-de-pesos-por-el-mundial-2026,"Ollamani, dueño del Estadio Banorte, reporta pérdidas de más de $800 millones de pesos por el Mundial 2026",2026-07-31,industry-shots,noticias,5,False,published,2026-08-04 11:31:54.641768+00,2026-08-04 11:31:54.641768+00,,True,True,18,lg,4,False,True,3,2026-07-31,0,0,0,True,False,True,América;FIFA;Liga MX;NFL,mexico,judged,"Story is specifically about a Mexican, BMV-listed company (Estadio Banorte/Club América owner).",update_context,judged,"A quarterly financial disclosure updating the known World Cup cost-impact story, not a new deal or structural event.",False,judged,No exclusivity claim; based on the company's BMV filing.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns a single Mexican company's results only.,False,judged,Reports the company's own disclosed loss figures without independent Playbook analysis.,False,judged,"Based on an official financial filing, not speculation.",45,10,55,5,True,1,False
infantino-propone-vender-el-20-del-mundial-en-un-plan-de-20-000-millones-de-dolares,"Infantino propone vender el 20% del Mundial en un plan de 20,000 millones de dólares",2026-07-30,industry-shots,noticias,4,False,published,2026-07-30 15:21:48.75685+00,2026-07-30 15:52:42.491+00,,True,True,19,md,3,False,True,3,2026-07-30,0,0,0,True,False,True,Concacaf;FIFA;Fórmula 1,intl_latam_effect,judged,"Global FIFA equity-sale proposal tagged as having a national (Mexico) dimension, with individual federations, implicitly including Mexico's, in line for payouts.",structural,judged,"Proposes selling ~20% of a new FIFA commercial-rights vehicle to outside investors, a major ownership/governance change pending a federation vote by September 19.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,True,judged,"Plan involves payouts to member federations broadly ('cada federación'), spanning many countries.",False,judged,Reports the plan's terms without a distinct Playbook estimate or framework.,False,judged,"Describes a formally presented FIFA proposal with a set vote deadline, not rumor.",60,15,75,7,True,4,False
bundesliga-negocia-mil-millones-de-euros-con-apollo-sports-capital,Bundesliga negocia mil millones de euros con Apollo Sports Capital,2026-07-30,industry-shots,noticias,3,False,published,2026-07-30 15:21:48.886113+00,2026-07-30 15:52:42.436+00,,True,True,19,sm,2,False,True,1,2026-07-30,0,1,0,True,False,True,Atlético;Liga MX;Wrexham,intl_no_latam,judged,"Story about the German Bundesliga and a European investment fund, with no Mexico/LATAM angle.",transaction_figures,judged,"A specific figure is disclosed: a €1,000 million, 20-year loan structure with Apollo Sports Capital.",False,judged,No exclusivity claim; text attributes the reporting to The New York Times and The Athletic.,False,judged,"No explicit reference to a prior Playbook story, though it recaps Apollo's history and the 2023 blocked proposal as background.",False,judged,Concerns only the German Bundesliga and its TV-rights revenue.,False,judged,Relays NYT/Athletic reporting rather than original Playbook analysis.,True,judged,"Framed as an ongoing negotiation ('negocia') reported by outside outlets, not a finalized/confirmed deal.",35,-5,30,3,False,0,False
real-madrid-rompe-la-barrera-de-los-1-200-millones-de-euros-en-ingresos,"Real Madrid rompe la barrera de los 1,200 millones de euros en ingresos",2026-07-30,industry-shots,noticias,3,False,published,2026-07-30 15:21:48.935328+00,2026-07-30 15:52:42.355+00,,True,True,19,sm,2,False,False,0,,,1,1,True,False,True,Manchester City;Real Madrid,intl_no_latam,judged,Story is about Real Madrid's financial results with no Mexico/LATAM angle.,update_context,judged,"Annual financial results reporting (revenue, net profit, EBITDA) rather than a new structural change or disclosed deal.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Concerns a single club's finances, with only a comparative mention of Manchester City for context.",False,judged,Reports the club's own disclosed financial results without original Playbook estimates.,False,judged,"Figures are the club's official season-end results, not speculation.",10,10,20,2,False,0,False
kings-league-pierde-a-uno-de-sus-fundadores-en-medio-de-una-reestructura,Kings League pierde a uno de sus fundadores en medio de una reestructura,2026-07-30,industry-shots,noticias,3,False,published,2026-07-30 15:21:48.982162+00,2026-07-30 15:52:42.307+00,,True,True,19,sm,2,False,False,0,,,1,1,True,False,True,Barcelona;Kings,intl_no_latam,judged,Kings League restructuring is centered in Spain with no Mexico/LATAM angle mentioned.,structural,judged,Cofounder/product-lead departure amid a workforce restructuring (40 of 125 employees) is an organizational leadership change.,False,judged,"Attributes the news to Industry Shots newsletter, not framed as an exclusive scoop.",False,judged,"No explicit reference to a prior Playbook story, only general mention that a restructuring had begun.",False,judged,"Concerns one company's Spain-based restructuring, not multiple countries/markets.",False,judged,Reports the departure and headcount figures without adding original analysis.,False,judged,"Stated as fact ('dejará el proyecto'), not hedged as rumor or speculation.",45,10,55,5,True,1,True
los-fan-fests-del-mundial-reunen-a-mas-de-9-millones-de-personas,Los Fan Fests del Mundial reúnen a más de 9 millones de personas,2026-07-30,industry-shots,noticias,2,False,published,2026-07-30 15:21:49.039014+00,2026-07-30 15:52:42.208+00,,True,True,19,sm,1,False,False,0,,,0,0,True,False,True,FIFA,intl_latam_effect,judged,"Global FIFA Fan Fest program stats across Canada/US/Mexico, with Mexico City called out as the top-attendance host city.",update_context,judged,Reports new attendance figures on the already-ongoing World Cup Fan Fest program rather than a structural or dollar transaction.,False,judged,"Sourced to FIFA data via Industry Shots, no exclusivity claim.",False,judged,"No explicit callback to a prior Playbook piece, just cites FIFA's own data.",True,judged,"Explicitly spans 13 host cities across Canada, the US, and Mexico.",False,judged,The Qatar comparison uses known published figures rather than an original Playbook estimate or framework.,False,judged,"Presented as confirmed FIFA data, not speculation.",25,15,40,4,False,0,False
youtube-suma-a-espn-y-peacock-en-su-expansion-deportiva,YouTube suma a ESPN y Peacock en su expansión deportiva,2026-07-30,industry-shots,noticias,2,False,published,2026-07-30 15:21:49.092578+00,2026-07-30 15:52:41.552+00,,True,True,19,sm,1,False,False,0,,,0,0,False,False,False,,intl_no_latam,judged,"Story is entirely about YouTube TV/ESPN/Peacock/NBC in the US market, no LATAM/Mexico mention.",commercial_no_figures,judged,"Announces platform integrations (ESPN Unlimited on YouTube TV, Peacock on YouTube Premium) with no dollar figures disclosed.",False,judged,"Attributed to Front Office Sports reporting, no exclusivity claim.",False,judged,No reference to a prior Playbook story.,False,judged,Scoped to the US sports streaming market only.,False,judged,"Straight reporting of the two announced integrations, no original analysis.",False,judged,"Described as confirmed moves ('YouTube confirmó'), not rumor.",20,0,20,2,False,0,False
uefa-vota-unanime-boicotear-el-mundial-si-la-fifa-vende-participacion-a-inversionistas-privados,UEFA vota unánime boicotear el Mundial si la FIFA vende participación a inversionistas privados,2026-07-30,industry-shots,noticias,5,False,published,2026-07-30 17:17:10.708005+00,2026-07-30 17:17:10.708005+00,,True,True,19,lg,4,False,True,3,2026-07-30,0,0,0,True,False,True,FIFA;UEFA,intl_latam_effect,judged,Global FIFA governance dispute in which Concacaf (Mexico's confederation) is explicitly named as also protesting.,structural,judged,A formal governance vote by 55 UEFA federations to boycott FIFA competitions is a governance/regulatory event.,False,judged,No exclusivity claim in the text.,False,judged,No explicit reference to a previous Playbook article.,True,judged,"Explicitly involves UEFA (55 federations), AFC, and Concacaf across multiple countries.",False,judged,Reports the vote and its conditions without adding an original framework or estimate.,False,judged,"Describes an actual vote that took place, not a rumor.",60,15,75,7,True,4,False
diablos-rojos-del-mexico-reporta-caida-de-34-6-en-utilidades-por-el-mundial-2026,Diablos Rojos del México reporta caída de 34.6% en utilidades por el Mundial 2026,2026-07-30,industry-shots,noticias,4,False,published,2026-08-04 11:50:49.846851+00,2026-08-04 11:50:49.846851+00,,True,True,19,md,3,False,True,3,2026-07-30,0,0,0,True,False,True,FIFA;Liga MX,mexico,judged,"Story is specifically about a Mexican, BMV-listed baseball team's financial results.",update_context,judged,"A quarterly earnings disclosure updating the known World Cup attendance-impact story, not a new deal or governance event.",False,judged,No exclusivity claim; based on the company's BMV filing.,False,judged,No explicit reference to an earlier Playbook story.,False,judged,Concerns a single Mexican company's results only.,False,judged,Reports the company's own disclosed figures without independent Playbook analysis.,False,judged,"Based on an official financial report, not speculation.",45,10,55,5,False,0,False
isaac-del-toro-pone-a-mexico-en-el-podio-del-tour-de-francia,Isaac del Toro pone a México en el podio del Tour de Francia,2026-07-28,industry-shots,noticias,5,False,published,2026-07-28 20:48:51.877693+00,2026-07-28 20:48:51.877693+00,,True,True,21,lg,4,False,True,4,2026-07-28,0,1,0,False,False,False,,mexico,judged,"Story centers on a Mexican cyclist's historic achievement, framed explicitly around Mexico.",update_context,judged,"A sporting-result and career-milestone story with no structural, regulatory, or disclosed business-deal event.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Focused on a single athlete's result in a single race, no stated multi-market business effect.",True,judged,Includes an 'Opinión de Playbook' segment with original commentary on the talent-support debate.,False,judged,"Reports a completed, confirmed race result.",45,6,51,5,True,2,False
el-mundial-deja-us-1-190-millones-en-publicidad-para-fox-y-telemundo,"El Mundial deja US$1,190 millones en publicidad para Fox y Telemundo",2026-07-28,industry-shots,noticias,4,False,published,2026-07-28 20:48:52.05323+00,2026-07-28 20:48:52.05323+00,,True,True,21,md,3,False,True,2,2026-07-28,0,0,0,True,False,True,FIFA,intl_no_latam,judged,US broadcast-advertising story (Fox/Telemundo) with no Mexico/LATAM market angle stated.,transaction_figures,judged,"Discloses specific ad-revenue figures (US$1,190M combined, US$835M for Fox, US$485M rights cost).",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Both Fox and Telemundo operate within the single US market described.,True,judged,Includes an 'Opinión de Playbook' segment noting Fox recovered its rights cost via ads alone.,False,judged,"Figures are reported as confirmed results, not speculation.",35,16,51,5,True,2,False
francisco-iturbide-asume-la-presidencia-de-liga-mx-con-nueva-estructura-de-gobierno,Francisco Iturbide asume la presidencia de Liga MX con nueva estructura de gobierno,2026-07-28,industry-shots,noticias,5,False,published,2026-07-28 20:48:52.102196+00,2026-07-30 15:52:42.705+00,,True,True,21,lg,4,False,True,3,2026-07-28,0,1,1,False,False,True,Liga MX,mexico,judged,Story is directly about Liga MX's new executive president and governance structure.,structural,judged,"A new governance structure and executive presidency, backed unanimously by the 18 clubs, is a clear structural/governance change.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns Liga MX and the FMF within Mexico only.,False,judged,Reports the confirmed appointment and restructuring without original Playbook estimates.,False,judged,"Appointment is confirmed by unanimous club vote, not speculative.",80,4,84,8,True,5,False
liga-femenil-bbva-estrena-identidad-y-formato-rumbo-al-apertura-2026,Liga Femenil BBVA estrena identidad y formato rumbo al Apertura 2026,2026-07-28,industry-shots,noticias,3,False,published,2026-07-28 20:48:52.147459+00,2026-07-30 15:52:42.654+00,,True,True,21,sm,2,False,True,2,2026-07-28,0,2,0,True,False,True,Liga MX,mexico,judged,Story is specifically about the Mexican Liga Femenil BBVA's new identity and format.,structural,judged,"Reports a new competition format (two groups of nine) and centralized audiovisual rights, a structural change to the league.",False,judged,No exclusivity claim.,False,judged,"Cites Infobae for added context, not an explicit reference to a prior Playbook-reported thread.",False,judged,Concerns only the Mexican league and its clubs.,False,judged,Contextual figures are attributed to Infobae rather than original Playbook analysis.,False,judged,Presents the new format and identity as officially announced facts.,80,10,90,9,True,5,False
liga-mx-regresa-a-ea-sports-fc-tras-cuatro-ediciones-fuera,Liga MX regresa a EA Sports FC tras cuatro ediciones fuera,2026-07-28,industry-shots,noticias,3,False,published,2026-07-28 20:48:52.194556+00,2026-07-30 15:52:42.602+00,,True,True,21,sm,2,False,True,2,2026-07-28,0,2,0,False,False,True,FIFA;Liga MX;MLS;Premier League,mexico,judged,Story is about Liga MX and its clubs returning to a video game license.,commercial_no_figures,judged,A multi-year licensing agreement with EA is described but no financial figure is disclosed.,False,judged,No exclusivity claim; text attributes the report to Industry Shots/LinkedIn.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Deal concerns Liga MX clubs specifically; no other country's league is affected.,False,judged,Relays reporting from Industry Shots/LinkedIn rather than original Playbook analysis.,False,judged,"Return is described as a confirmed licensing agreement, not speculation.",55,4,59,5,True,2,False
youtube-suma-1-700-millones-de-espectadores-del-mundial,"YouTube suma 1,700 millones de espectadores del Mundial",2026-07-28,industry-shots,noticias,3,False,published,2026-07-28 20:48:52.242907+00,2026-07-30 15:52:42.544+00,,True,True,21,sm,2,False,False,0,,,2,2,True,False,False,,intl_no_latam,judged,Global YouTube viewership statistics for the World Cup with no Mexico/LATAM-specific figure or angle.,update_context,judged,Viewership figures add context to the already-completed World Cup; no new structural or dollar-figure transaction.,False,judged,No exclusivity claim; figures attributed to YouTube's own blog.,False,judged,No explicit reference to a prior Playbook story.,True,judged,Teaser explicitly states the final averaged viewership across 40 markets.,False,judged,Relays YouTube's published figures without original Playbook analysis.,False,judged,"Figures are reported as official platform data, not speculation.",10,11,21,2,False,0,False
que-esta-construyendo-la-liga-femenil-bbva-rumbo-al-apertura-2026,¿Qué está construyendo la Liga Femenil BBVA rumbo al Apertura 2026?,2026-07-26,infinitas,infinitas,5,False,published,2026-07-28 20:48:52.291036+00,2026-07-28 20:48:52.291036+00,,True,True,23,,4,False,True,4,2026-07-26,0,0,0,True,False,True,FIFA;Liga MX,mexico,judged,Story is specifically about the Mexican Liga Femenil BBVA's restructuring.,structural,judged,"Describes a governance/format overhaul: new name, new competition format, centralized broadcast rights for seven clubs.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Concerns only the Mexican league and its clubs, a single market.",False,judged,Reports the league's own announced changes without original Playbook estimates.,False,judged,"Changes are presented as officially presented facts, not speculation.",80,10,90,9,True,5,False
el-futuro-del-mundial-mexico-en-2038,El futuro del Mundial: ¿México en 2038?,2026-07-24,la-lana,la-lana,5,False,published,2026-07-24 16:52:29.963278+00,2026-08-01 10:17:49.777+00,Guillermo Mejía,True,True,25,,4,False,True,4,2026-07-24,0,0,0,True,False,True,Concacaf;FIFA;UEFA,mexico,judged,Piece is centered on Mexico's prospects to host the 2038 World Cup.,update_context,judged,"Speculative outlook on FIFA expansion and a future joint bid, not a confirmed structural or transactional event.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,True,judged,"Discusses a joint bid led by the US alongside Mexico, explicitly spanning multiple countries.",True,judged,Reads as an original Playbook framing/analysis piece connecting the 48-team experiment to a 64-team future and Mexico's odds.,True,judged,"Framed conditionally throughout ('podría', hosting 'no como sede única'), a forward-looking possibility, not a confirmed fact.",45,6,51,5,True,4,False
fsg-negocia-vender-30-del-liverpool-a-consorcio-liderado-por-amit-bhatia,FSG negocia vender 30% del Liverpool a consorcio liderado por Amit Bhatia,2026-07-23,industry-shots,noticias,4,False,published,2026-07-23 15:09:16.038297+00,2026-07-23 15:09:16.038297+00,,True,True,26,md,3,False,True,5,2026-07-23,0,0,0,True,False,True,Liverpool,intl_no_latam,judged,Concerns Liverpool FC ownership in England; no LATAM/Mexico angle.,structural,judged,Negotiation to sell a 30% ownership stake in the club is an ownership-change story.,False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Single-club, single-country transaction.",True,judged,Contains an 'Opinión de Playbook' section analyzing the deal as leverage rather than an exit.,False,judged,"FSG confirmed the conversations are occurring, even though unsigned; not framed as rumor.",45,16,61,6,True,5,False
el-mundial-le-da-a-tiktok-peso-de-broadcaster,El Mundial le da a TikTok peso de broadcaster,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:09:16.111064+00,2026-07-23 15:09:16.111064+00,,True,True,26,sm,2,False,True,3,2026-07-23,0,3,0,True,False,True,FIFA,intl_no_latam,judged,About global TikTok viewership of the World Cup; no LATAM/Mexico angle mentioned.,update_context,judged,"Reports viewership stats for the already-known World Cup, not a new deal or structural event.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Concerns a single global platform's aggregate stats, no distinct markets compared.",True,judged,Contains an 'Opinión de Playbook' section framing TikTok as a broadcaster.,False,judged,"Figures are presented as reported data, not speculation.",10,16,26,2,False,0,False
la-final-del-mundial-rompe-record-de-audiencia-en-estados-unidos,La final del Mundial rompe récord de audiencia en Estados Unidos,2026-07-23,industry-shots,noticias,4,False,published,2026-07-23 15:09:16.172162+00,2026-07-23 15:09:16.172162+00,,True,True,26,md,3,False,True,5,2026-07-23,0,0,0,True,False,False,,intl_no_latam,judged,About US television audience for the World Cup final; no LATAM/Mexico country angle beyond US Hispanic viewership.,update_context,judged,"Reports final viewership record for the already-known World Cup final, not a new deal or structural event.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns US audience figures only.,True,judged,Contains an 'Opinión de Playbook' section on Telemundo's audience share.,False,judged,Figures are presented as confirmed ratings data.,10,12,22,2,False,0,False
telemundo-se-lleva-la-champions-league-en-espanol,Telemundo se lleva la Champions League en español,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:09:16.218871+00,2026-07-23 15:09:16.218871+00,,True,True,26,sm,2,False,True,1,2026-07-23,0,3,2,False,False,True,UEFA,intl_no_latam,judged,Deal is about Spanish-language UEFA rights in the US; no LATAM country market involved.,commercial_no_figures,judged,New three-season rights deal described without any disclosed dollar figure.,False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Deal is specific to the US market.,False,judged,No labeled Playbook analysis visible in the given text.,False,judged,"Deal is reported as secured, not rumored.",20,4,24,2,False,0,False
la-nfl-reparte-mas-de-us-450-millones-por-equipo,La NFL reparte más de US$450 millones por equipo,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:09:16.266193+00,2026-07-23 15:09:16.266193+00,,True,True,26,sm,2,False,False,0,,,3,3,True,False,True,NFL,intl_no_latam,judged,About NFL national revenue and per-team distribution; no LATAM/Mexico angle mentioned.,update_context,judged,"Reports the season's revenue-sharing results, an annual disclosure rather than a new deal or structural change.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns the NFL's single national market/revenue pool.,False,judged,No labeled Playbook analysis visible in the given text.,False,judged,Figures presented as confirmed season results.,10,10,20,2,False,0,False
infantino-tiene-los-votos-de-su-lado-para-la-reeleccion-en-fifa,Infantino tiene los votos de su lado para la reelección en FIFA,2026-07-23,industry-shots,noticias,4,False,published,2026-07-23 15:09:16.313223+00,2026-07-23 15:09:16.313223+00,,True,True,26,md,3,False,True,5,2026-07-23,0,0,0,False,False,True,Conmebol;FIFA,intl_latam_effect,judged,"Global FIFA presidency story that explicitly names Conmebol's full backing, a concrete LATAM angle.",update_context,judged,"Reports vote-counting support ahead of a March 2027 election; no election, rule, or ownership change has occurred yet.",False,judged,"Text attributes the reporting to The Guardian, not to Playbook as first-to-report.",False,judged,No reference to a prior Playbook story or ongoing Playbook-tracked thread.,True,judged,"Explicitly cites backing from CAF, AFC, and Conmebol, spanning multiple confederations/countries.",False,judged,Content is relayed from The Guardian's reporting with no original Playbook estimate or framework.,False,judged,"States a specific, sourced vote count (111 votes) as reported fact rather than rumor/speculation.",25,9,34,3,True,1,False
byd-se-convierte-en-socio-automotriz-oficial-del-psg-hasta-2029,BYD se convierte en socio automotriz oficial del PSG hasta 2029,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:35:56.834336+00,2026-07-23 15:35:56.834336+00,,True,True,26,sm,2,False,False,0,,,3,3,False,False,True,Inter;Manchester City;PSG;UEFA,intl_no_latam,judged,PSG-BYD sponsorship story with no Mexico/LATAM mention anywhere in the text.,commercial_no_figures,judged,A multi-year sponsorship announcement with no disclosed deal value.,False,judged,No claim of exclusivity or first-to-report.,False,judged,No reference to a prior Playbook story.,True,judged,"Explicitly lists BYD's multi-country football portfolio (Manchester City, Inter Milan, Corinthians) alongside PSG.",False,judged,"Straight reporting of the announced partnership, no original Playbook analysis.",False,judged,"Deal is stated as confirmed/signed, not speculative.",20,9,29,2,False,0,False
fifa-pone-en-revision-los-cortes-de-hidratacion-del-mundial,FIFA pone en revisión los cortes de hidratación del Mundial,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:35:57.007695+00,2026-07-23 15:35:57.007695+00,,True,True,26,sm,2,False,False,0,,,3,3,True,False,True,FIFA,intl_no_latam,judged,About FIFA's World Cup hydration-break policy with no Mexico/LATAM-specific angle stated.,update_context,judged,"Provides context/review on an already-implemented World Cup policy Infantino is considering making permanent, not a new structural event itself.",False,judged,No claim of exclusivity or first-to-report.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Concerns a single event (the 2026 World Cup in the US) without a stated multi-country business effect.,True,judged,Text includes an 'Opinión de Playbook' segment offering original commentary.,False,judged,"Describes an already-applied policy and Infantino's stated openness, not speculation.",10,16,26,2,False,0,False
los-lakers-firman-a-albert-como-nuevo-patrocinador-de-parche-por-us-30-millones-al-ano,Los Lakers firman a Albert como nuevo patrocinador de parche por US$30 millones al año,2026-07-23,industry-shots,noticias,3,False,published,2026-07-23 15:35:57.066155+00,2026-07-23 15:35:57.066155+00,,True,True,26,sm,2,False,False,0,,,3,3,True,False,True,Lakers,intl_no_latam,judged,NBA/Lakers sponsorship story with no Mexico/LATAM mention.,transaction_figures,judged,"Deal disclosed at more than US$30 million per season, replacing a prior US$20 million deal.",False,judged,No exclusivity claim.,False,judged,No reference to a prior Playbook story.,False,judged,"Single team, single sponsorship swap within the US market.",False,judged,Straight reporting of the sponsorship figures.,False,judged,Deal is presented as signed fact.,35,10,45,4,True,5,True
la-derrama-del-mundial-se-quedo-corta-en-mexico,La derrama del Mundial se quedó corta en México,2026-07-21,industry-shots,noticias,5,False,published,2026-07-21 19:55:23.520141+00,2026-07-21 19:55:23.520141+00,,True,True,28,lg,4,False,True,7,2026-07-21,0,0,0,True,False,True,FIFA,mexico,judged,Story is specifically about the World Cup's economic impact in Mexico.,update_context,judged,"Reports final derrama figures against projections for the already-known World Cup, not a new deal or structural event.",False,judged,No exclusivity claim.,False,judged,"Cites Bloomberg Línea as source, not a prior Playbook story.",False,judged,Concerns Mexico only.,False,judged,"Figures are attributed to Bloomberg Línea, not Playbook's own analysis.",False,judged,"Presented as confirmed final figures, not speculation.",45,10,55,5,True,7,False
el-mundial-le-deja-a-fifa-ingresos-record-de-us-15-000-millones,"El Mundial le deja a FIFA ingresos récord de US$15,000 millones",2026-07-21,industry-shots,noticias,4,False,published,2026-07-21 19:55:23.879396+00,2026-07-23 12:59:30.437+00,,True,True,28,md,3,False,True,2,2026-07-21,0,0,0,True,False,True,FIFA,intl_no_latam,judged,"About FIFA's global World Cup revenue, no LATAM/Mexico angle mentioned.",update_context,judged,Reports final revenue results for the already-known World Cup rather than a new deal being struck.,False,judged,No exclusivity claim; figures attributed to The Guardian.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Concerns FIFA's global revenue as a single entity, no distinct markets compared.",True,judged,Body excerpt begins an 'Opinión de Playbook' section.,False,judged,"Figures presented as confirmed results, not speculation.",10,16,26,2,False,0,False
telemundo-se-queda-con-los-derechos-en-espanol-de-la-bundesliga-en-ee-uu,Telemundo se queda con los derechos en español de la Bundesliga en EE.UU.,2026-07-21,industry-shots,noticias,3,False,published,2026-07-21 19:55:23.924809+00,2026-07-23 12:59:30.387+00,,True,True,28,sm,2,False,True,2,2026-07-21,0,0,0,True,False,True,LaLiga;Liga MX,intl_no_latam,judged,Deal is about Spanish-language US broadcast rights for a German league; no LATAM country market involved.,transaction_figures,judged,Disclosed figure of roughly US$10 million per season over three years.,False,judged,No exclusivity claim from Playbook itself.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Deal is specific to the US market.,True,judged,Contains an 'Opinión de Playbook' section with original commentary.,False,judged,"Deal is reported as completed, not rumored.",35,16,51,5,True,5,False
